id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase,
Europar.550_00266,265,6,gouvernement,gouvernement,1,y,"Il me semble que le gouvernement iranien n'a pas encore donné de réponse, ni dans un sens ni dans l'autre.",
Europar.550_00266,265,23,autre,autre,1,n,"Il me semble que le gouvernement iranien n'a pas encore donné de réponse, ni dans un sens ni dans l'autre.",
Europar.550_00267,266,1,Je,moi,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,5,vous,vous,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,11,vous,vous,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,15,Commission,commission,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,32,homme,homme,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,36,on,on,5,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,43,personnes,personne,5,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00267,266,55,Assemblée,assemblée,1,y,"Je suis contraint de vous redemander d'intervenir, à vous et à la Commission, pour que ce procès se déroule dans le respect total des droits de l'homme, pour qu'on ne condamne pas à mort treize personnes sans connaître tous les tenants et aboutissants, vu que cette Assemblée s'est exprimée à plus d'une reprise contre la peine capitale.",
Europar.550_00268,267,1,Je,moi,5,y,Je vous remercie d'avance pour tout ce que vous ferez et pour tout ce que ce Parlement et la Commission feront pour la défense de la liberté et le respect des droits de la défense dans ce procès à charge de treize Juifs iraniens.,
Europar.550_00268,267,2,vous,vous,5,y,Je vous remercie d'avance pour tout ce que vous ferez et pour tout ce que ce Parlement et la Commission feront pour la défense de la liberté et le respect des droits de la défense dans ce procès à charge de treize Juifs iraniens.,
Europar.550_00268,267,10,vous,vous,1,y,Je vous remercie d'avance pour tout ce que vous ferez et pour tout ce que ce Parlement et la Commission feront pour la défense de la liberté et le respect des droits de la défense dans ce procès à charge de treize Juifs iraniens.,
Europar.550_00268,267,21,Commission,commission,1,y,Je vous remercie d'avance pour tout ce que vous ferez et pour tout ce que ce Parlement et la Commission feront pour la défense de la liberté et le respect des droits de la défense dans ce procès à charge de treize Juifs iraniens.,
Europar.550_00268,267,45,Juifs,juif,1,y,Je vous remercie d'avance pour tout ce que vous ferez et pour tout ce que ce Parlement et la Commission feront pour la défense de la liberté et le respect des droits de la défense dans ce procès à charge de treize Juifs iraniens.,
Europar.550_00269,268,1,Madame,monsieur,3,y,"Madame la Présidente, j'ai appris hier soir que M. Akim Birdal, l'ancien président du comité des droits de l'homme de Turquie, a été remis en prison.",
Europar.550_00269,268,5,j',moi,5,y,"Madame la Présidente, j'ai appris hier soir que M. Akim Birdal, l'ancien président du comité des droits de l'homme de Turquie, a été remis en prison.",
Europar.550_00269,268,11,M.,monsieur,3,y,"Madame la Présidente, j'ai appris hier soir que M. Akim Birdal, l'ancien président du comité des droits de l'homme de Turquie, a été remis en prison.",
Europar.550_00269,268,20,comité,comité,1,y,"Madame la Présidente, j'ai appris hier soir que M. Akim Birdal, l'ancien président du comité des droits de l'homme de Turquie, a été remis en prison.",
Europar.550_00269,268,26,homme,homme,1,y,"Madame la Présidente, j'ai appris hier soir que M. Akim Birdal, l'ancien président du comité des droits de l'homme de Turquie, a été remis en prison.",
Europar.550_00270,269,1,M.,monsieur,1,y,"M. Birdal avait demandé à être libéré pour raison de santé, suite à un attentat dont il avait été la victime.",
Europar.550_00270,269,22,victime,victime,1,y,"M. Birdal avait demandé à être libéré pour raison de santé, suite à un attentat dont il avait été la victime.",
Europar.550_00271,270,13,il,lui,4,y,"Cette demande a été rejetée et il est en prison parce qu'il a osé, il y a quelque temps, proposer la recherche d'une solution politique au problème kurde.",
Europar.550_00272,271,1,Je,moi,5,y,"Je pense que ce serait très bienvenu si vous-même, en tant que Présidente du Parlement européen, vous adressiez, dans les formes qui vous conviendraient, aux autorités turques pour demander la libération de cet homme d'honneur.",
Europar.550_00272,271,14,Présidente,président,1,y,"Je pense que ce serait très bienvenu si vous-même, en tant que Présidente du Parlement européen, vous adressiez, dans les formes qui vous conviendraient, aux autorités turques pour demander la libération de cet homme d'honneur.",
Europar.550_00272,271,20,vous,vous,1,y,"Je pense que ce serait très bienvenu si vous-même, en tant que Présidente du Parlement européen, vous adressiez, dans les formes qui vous conviendraient, aux autorités turques pour demander la libération de cet homme d'honneur.",
Europar.550_00272,271,27,vous,vous,1,y,"Je pense que ce serait très bienvenu si vous-même, en tant que Présidente du Parlement européen, vous adressiez, dans les formes qui vous conviendraient, aux autorités turques pour demander la libération de cet homme d'honneur.",
Europar.550_00272,271,40,homme,homme,1,y,"Je pense que ce serait très bienvenu si vous-même, en tant que Présidente du Parlement européen, vous adressiez, dans les formes qui vous conviendraient, aux autorités turques pour demander la libération de cet homme d'honneur.",
Europar.550_00273,272,1,Madame,monsieur,3,y,"Madame la Présidente, je voudrais préciser clairement que si nous avons convenu que le Zimbabwe serait le cinquième point, alors il n'y a pas lieu de voter sur d'autres points parce que nous avons déjà cinq points à l'ordre du jour.",
Europar.550_00273,272,5,je,moi,5,y,"Madame la Présidente, je voudrais préciser clairement que si nous avons convenu que le Zimbabwe serait le cinquième point, alors il n'y a pas lieu de voter sur d'autres points parce que nous avons déjà cinq points à l'ordre du jour.",
Europar.550_00273,272,11,nous,nous,1,y,"Madame la Présidente, je voudrais préciser clairement que si nous avons convenu que le Zimbabwe serait le cinquième point, alors il n'y a pas lieu de voter sur d'autres points parce que nous avons déjà cinq points à l'ordre du jour.",
Europar.550_00273,272,37,nous,nous,1,y,"Madame la Présidente, je voudrais préciser clairement que si nous avons convenu que le Zimbabwe serait le cinquième point, alors il n'y a pas lieu de voter sur d'autres points parce que nous avons déjà cinq points à l'ordre du jour.",
Europar.550_00274,273,7,je,moi,5,y,"Pour le second point, si je peux me permettre de répondre à côté de la question, l'histoire de ces cinquante dernières années n'indique pas que des institutions comme la Commission représentent habituellement un problème à cet égard.",
Europar.550_00274,273,9,me,moi,1,y,"Pour le second point, si je peux me permettre de répondre à côté de la question, l'histoire de ces cinquante dernières années n'indique pas que des institutions comme la Commission représentent habituellement un problème à cet égard.",
Europar.550_00274,273,34,Commission,commission,1,n,"Pour le second point, si je peux me permettre de répondre à côté de la question, l'histoire de ces cinquante dernières années n'indique pas que des institutions comme la Commission représentent habituellement un problème à cet égard.",
Europar.550_00275,274,1,Je,moi,5,y,Je ne pense vraiment pas que cela soit un problème.,
Europar.550_00276,275,11,je,moi,5,y,"Il y a un problème général de sécurité, dont je sais que le Haut Représentant s'occupe comme il le faut.",
Europar.550_00276,275,16,Représentant,représentant,5,y,"Il y a un problème général de sécurité, dont je sais que le Haut Représentant s'occupe comme il le faut.",
Europar.550_00277,276,7,j',moi,5,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,11,nous,nous,5,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,21,je,moi,1,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,25,Messieurs,monsieur,3,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,31,vous,vous,5,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,38,vous,vous,1,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,39,m',moi,1,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,48,cousins,cousin,1,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00277,276,52,gouvernement,gouvernement,1,y,"Quant au premier point, j'espère vivement que nous pourrons résoudre ces questions à l'amiable, et je suis sûr, Messieurs les Députés, que si vous soumettez tous deux la question que vous m'avez posée avec autant de vigueur à vos cousins germains du gouvernement du Royaume-Uni, cela facilitera beaucoup la résolution de ces problèmes, sans que cela prenne trop de temps.",
Europar.550_00278,277,1,J',moi,5,y,"J'espère que nous ne devrons pas avoir recours au type de mesures que vous suggérez, Monsieur le Député.",
Europar.550_00278,277,4,nous,nous,1,y,"J'espère que nous ne devrons pas avoir recours au type de mesures que vous suggérez, Monsieur le Député.",
Europar.550_00278,277,16,vous,vous,1,y,"J'espère que nous ne devrons pas avoir recours au type de mesures que vous suggérez, Monsieur le Député.",
Europar.550_00278,277,19,Monsieur,monsieur,3,y,"J'espère que nous ne devrons pas avoir recours au type de mesures que vous suggérez, Monsieur le Député.",
Europar.550_00279,278,1,J',moi,5,y,J'espère que nous pourrons résoudre cette question de manière civilisée et raisonnable.,
Europar.550_00279,278,4,nous,nous,5,y,J'espère que nous pourrons résoudre cette question de manière civilisée et raisonnable.,
Europar.550_00280,279,1,Je,moi,5,y,"Je le répète, nous n'avons pas à parler d'aidées de grandeur "".",
Europar.550_00280,279,5,nous,nous,1,y,"Je le répète, nous n'avons pas à parler d'aidées de grandeur "".",
Europar.550_00281,280,1,Nous,nous,5,y,Nous essayons de suivre les termes du Traité et de le faire uniquement quand cela est utile à la mise en oeuvre globale d'une politique étrangère et de sécurité commune.,
Europar.550_00281,280,27,politique,politique,1,n,Nous essayons de suivre les termes du Traité et de le faire uniquement quand cela est utile à la mise en oeuvre globale d'une politique étrangère et de sécurité commune.,
Europar.550_00282,281,1,Madame,monsieur,3,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00282,281,7,Ministre,ministre,1,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00282,281,9,Monsieur,monsieur,13,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00282,281,17,Commissaire,commissaire,3,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00282,281,20,collègues,collègue,11,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00282,281,22,nous,nous,1,y,"Madame la Présidente, Monsieur le Ministre, Monsieur le Secrétaire d'État, Monsieur le Commissaire, chers collègues, nous voici face à un tournant réellement très important dans l'évolution de l'Union européenne.",
Europar.550_00283,282,38,nous,nous,5,y,"L'Union européenne est appelée, à travers les procédures de la Conférence intergouvernementale, à répondre aux grands défis qui marquent le passage du XXe au XXIe siècle, des défis majeurs que nous connaissons tous, qui influent chaque jour sur le cours de l'Union, des défis, surtout, qui soulèvent une question de fond : dans quelle mesure sommes-nous prêts, en tant qu'institution, en tant qu'Union européenne, à y faire face ?",
Europar.550_00283,282,69,-nous,nous,1,y,"L'Union européenne est appelée, à travers les procédures de la Conférence intergouvernementale, à répondre aux grands défis qui marquent le passage du XXe au XXIe siècle, des défis majeurs que nous connaissons tous, qui influent chaque jour sur le cours de l'Union, des défis, surtout, qui soulèvent une question de fond : dans quelle mesure sommes-nous prêts, en tant qu'institution, en tant qu'Union européenne, à y faire face ?",
Europar.550_00285,284,49,nous,nous,1,y,"C'est un lieu commun de dire que l'Union européenne, telle qu'elle fonctionne aujourd'hui, face à tous ces défis, appelle absolument certaines transformations, des transformations qui auront comme but principal de la faire encore évoluer sur la base de tout ce que nous tous, nous avons admis jusqu'à ce jour.",
Europar.550_00285,284,52,nous,nous,1,y,"C'est un lieu commun de dire que l'Union européenne, telle qu'elle fonctionne aujourd'hui, face à tous ces défis, appelle absolument certaines transformations, des transformations qui auront comme but principal de la faire encore évoluer sur la base de tout ce que nous tous, nous avons admis jusqu'à ce jour.",
Europar.550_00286,285,7,vous,vous,1,y,L'importance du rapport dont vous êtes saisis aujourd'hui réside dans les points suivants.,
Europar.550_00288,287,1,Nous,nous,5,y,Nous le répétons avec insistance : l'Union européenne est à la fois une union d'États et une union de peuples.,
Europar.550_00289,288,11,l',lui,4,y,"Et c'est précisément l'acceptation de ce principe qui l'a conduite aux succès dont nous pouvons faire état, comme nous le faisons tous assurément de temps à autre.",
Europar.550_00289,288,18,nous,nous,5,y,"Et c'est précisément l'acceptation de ce principe qui l'a conduite aux succès dont nous pouvons faire état, comme nous le faisons tous assurément de temps à autre.",
Europar.550_00289,288,24,nous,nous,1,y,"Et c'est précisément l'acceptation de ce principe qui l'a conduite aux succès dont nous pouvons faire état, comme nous le faisons tous assurément de temps à autre.",
Europar.550_00289,288,32,autre,autre,1,n,"Et c'est précisément l'acceptation de ce principe qui l'a conduite aux succès dont nous pouvons faire état, comme nous le faisons tous assurément de temps à autre.",
Europar.550_00290,289,12,principe,principe,4,n,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00290,289,29,rôle,rôle,4,n,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00290,289,32,rapport,rapport,10,n,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00290,289,41,principe,principe,74,n,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00290,289,53,États,état,4,y,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00290,289,61,je,moi,5,y,"Le deuxième point consiste à reconfirmer et à consacrer un autre principe important, celui de l'équilibre des forces, un principe qui concerne précisément le rôle et le rapport des membres de l'Union, un principe qui s'exprime de la manière dont s'expriment tous les États membres au sein de toutes -je répète, toutes- les institutions de l'Union européenne.",
Europar.550_00291,290,3,vous,vous,1,y,"Et comme vous savez, Madame la Présidente, chers collègues, l'Union européenne en est arrivée là où elle est aujourd'hui, avec ses réussites, précisément parce qu'elle a fonctionné et continue à fonctionner sur la base d'un équilibre de forces qui avait été convenu et faisait l'objet d'un consensus.",
Europar.550_00291,290,6,Madame,monsieur,3,y,"Et comme vous savez, Madame la Présidente, chers collègues, l'Union européenne en est arrivée là où elle est aujourd'hui, avec ses réussites, précisément parce qu'elle a fonctionné et continue à fonctionner sur la base d'un équilibre de forces qui avait été convenu et faisait l'objet d'un consensus.",
Europar.550_00292,291,18,j',moi,1,y,"Le troisième principe fondamental consacré dans le rapport est précisément la proposition d'une révision générale -j'insiste sur ""générale""- de l'ensemble des institutions qui composent l'Union européenne.",
Europar.550_00294,293,2,je,moi,1,y,"Mais je me dois de souligner qu'elle est nécessaire, indispensable, notamment parce qu'avant tout, nous en convenons tous, le réexamen actuel du mode de fonctionnement de l'Union européenne est directement lié au grand défi que constitue l'élargissement.",
Europar.550_00294,293,3,me,moi,1,y,"Mais je me dois de souligner qu'elle est nécessaire, indispensable, notamment parce qu'avant tout, nous en convenons tous, le réexamen actuel du mode de fonctionnement de l'Union européenne est directement lié au grand défi que constitue l'élargissement.",
Europar.550_00294,293,20,nous,nous,1,y,"Mais je me dois de souligner qu'elle est nécessaire, indispensable, notamment parce qu'avant tout, nous en convenons tous, le réexamen actuel du mode de fonctionnement de l'Union européenne est directement lié au grand défi que constitue l'élargissement.",
Europar.550_00295,294,8,nous,nous,1,y,"Et il est très naturel, quand nous constatons et convenons tous que dans une Europe de quinze États membres il y a déjà des dysfonctionnements auxquels il convient de remédier, qu'il faille à plus forte raison le faire quand nous parlerons d'une Union de 18, 20, 25 et 27 membres.",
Europar.550_00295,294,44,nous,nous,5,y,"Et il est très naturel, quand nous constatons et convenons tous que dans une Europe de quinze États membres il y a déjà des dysfonctionnements auxquels il convient de remédier, qu'il faille à plus forte raison le faire quand nous parlerons d'une Union de 18, 20, 25 et 27 membres.",
Europar.550_00297,296,4,je,moi,5,y,"Plus concrètement, je veux parler de la coopération renforcée.",
Europar.550_00298,297,8,nous,nous,5,y,"Celle-ci, du moins telle que nous la concevons, doit comporter deux éléments.",
Europar.550_00299,298,19,j',moi,5,y,"Le premier est qu'elle doit constituer une incitation et pas un obstacle -pas un obstacle, j'insiste-, une incitation pour tous les pays membres à une plus grande participation, en profondeur, aux procédures européennes.",
Europar.550_00300,299,19,pays,pays,4,y,"Le deuxième élément est un surcroît de conception démocratique, ce qui signifie que si un ou plusieurs pays, quels qu'ils soient, pour une raison quelconque, souhaitent, du moins dans un premier temps, ne pas participer, cela ne peut être tenu pour une exclusion ni pour une limitation de leur présence au sein de l'Union.",
Europar.550_00300,299,45,cela,cela,4,n,"Le deuxième élément est un surcroît de conception démocratique, ce qui signifie que si un ou plusieurs pays, quels qu'ils soient, pour une raison quelconque, souhaitent, du moins dans un premier temps, ne pas participer, cela ne peut être tenu pour une exclusion ni pour une limitation de leur présence au sein de l'Union.",
Europar.550_00301,300,1,Nous,nous,1,y,Nous avons accompli bien des pas en avant et nous avons en tout cas deux exemples de coopération renforcée : les accords de Schengen et l'union économique et monétaire proprement dite.,
Europar.550_00301,300,10,nous,nous,5,y,Nous avons accompli bien des pas en avant et nous avons en tout cas deux exemples de coopération renforcée : les accords de Schengen et l'union économique et monétaire proprement dite.,
Europar.550_00302,301,5,je,moi,5,y,"Pour ma part, je voudrais que la coopération renforcée s'étende aux questions de politique étrangère et à d'autres domaines.",
Europar.550_00302,301,17,politique,politique,1,n,"Pour ma part, je voudrais que la coopération renforcée s'étende aux questions de politique étrangère et à d'autres domaines.",
Europar.550_00303,302,2,me,moi,1,y,"Pour me faire mieux comprendre, je dirai que la coopération renforcée est une procédure communautaire dans laquelle doivent s'inscrire les questions de la politique étrangère et de défense commune, car il existe ainsi des mécanismes de contrôle.",
Europar.550_00303,302,7,je,moi,1,y,"Pour me faire mieux comprendre, je dirai que la coopération renforcée est une procédure communautaire dans laquelle doivent s'inscrire les questions de la politique étrangère et de défense commune, car il existe ainsi des mécanismes de contrôle.",
Europar.550_00303,302,26,politique,politique,1,n,"Pour me faire mieux comprendre, je dirai que la coopération renforcée est une procédure communautaire dans laquelle doivent s'inscrire les questions de la politique étrangère et de défense commune, car il existe ainsi des mécanismes de contrôle.",
Europar.550_00304,303,1,Je,moi,1,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,16,M.,monsieur,3,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,23,nous,nous,1,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,29,commissaire,commissaire,1,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,31,M.,monsieur,3,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,35,vous,vous,1,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,40,collègues,collègue,1,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,50,M.,monsieur,3,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,61,nous,nous,5,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,71,membres,membre,74,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
Europar.550_00304,303,79,nous,nous,5,y,"Je terminerai en exprimant mes remerciements à la présidence portugaise, et en particulier à M. Da Costa pour la collaboration que nous avons eue, au commissaire, M. Barnier, à vous et à tous les collègues et, bien sûr, au corapporteur, M. Leinen, pour le rude mais très bon travail que nous avons accompli de concert, ainsi qu'aux membres du secrétariat du Parlement qui nous ont assistés et aux interprètes qui ont bien souvent dépassé l'horaire pour nous permettre de mener les négociations difficiles que vous concevez.",
