id_sentence_conll,index_phrase,index_token,form,lemma,score,annotateur1,annotateur2,phrase
frwiki_50.1000_00387,386,1,Nul,nul,5,y,y,Nul ne sait où la piste conduisait ensuite.
frwiki_50.1000_00388,387,6,Alain,Alain,6,y,y,"Peu après la signature, Alain Gomez, PDG du Thomson CSF, refuse de le payer car il a des doutes sur la destination finale des 160 millions de francs de commissions."
frwiki_50.1000_00388,387,33,francs,franc,1,y,y,"Peu après la signature, Alain Gomez, PDG du Thomson CSF, refuse de le payer car il a des doutes sur la destination finale des 160 millions de francs de commissions."
frwiki_50.1000_00388,387,35,commissions,commission,1,y,y,"Peu après la signature, Alain Gomez, PDG du Thomson CSF, refuse de le payer car il a des doutes sur la destination finale des 160 millions de francs de commissions."
frwiki_50.1000_00390,389,1,Alfred,Alfred,2,y,y,Alfred Sirven fait payer une partie de la commission promise par les fonds secrets d'Elf.
frwiki_50.1000_00390,389,9,commission,commission,1,y,y,Alfred Sirven fait payer une partie de la commission promise par les fonds secrets d'Elf.
frwiki_50.1000_00392,391,1,Edmond,Edmond,2,y,y,Edmond Kwan attend 7%.
frwiki_50.1000_00393,392,15,Alfred,Alfred,2,y,y,"Saisie d'une plainte de Thomson CSF pour ""tentative d'escroquerie"" visant Alfred Sirven et Christine Deviers-Joncour, Eva Joly préfère renvoyer Roland Dumas et son ex-amie devant le tribunal correctionnel pour des ""abus de biens sociaux"" au détriment d'Elf."
frwiki_50.1000_00393,392,18,Christine,Christine,10,y,y,"Saisie d'une plainte de Thomson CSF pour ""tentative d'escroquerie"" visant Alfred Sirven et Christine Deviers-Joncour, Eva Joly préfère renvoyer Roland Dumas et son ex-amie devant le tribunal correctionnel pour des ""abus de biens sociaux"" au détriment d'Elf."
frwiki_50.1000_00393,392,21,Eva,Eva,6,y,y,"Saisie d'une plainte de Thomson CSF pour ""tentative d'escroquerie"" visant Alfred Sirven et Christine Deviers-Joncour, Eva Joly préfère renvoyer Roland Dumas et son ex-amie devant le tribunal correctionnel pour des ""abus de biens sociaux"" au détriment d'Elf."
frwiki_50.1000_00393,392,25,Roland,Roland,2,y,y,"Saisie d'une plainte de Thomson CSF pour ""tentative d'escroquerie"" visant Alfred Sirven et Christine Deviers-Joncour, Eva Joly préfère renvoyer Roland Dumas et son ex-amie devant le tribunal correctionnel pour des ""abus de biens sociaux"" au détriment d'Elf."
frwiki_50.1000_00393,392,29,ex-amie,ex-amie,10,y,y,"Saisie d'une plainte de Thomson CSF pour ""tentative d'escroquerie"" visant Alfred Sirven et Christine Deviers-Joncour, Eva Joly préfère renvoyer Roland Dumas et son ex-amie devant le tribunal correctionnel pour des ""abus de biens sociaux"" au détriment d'Elf."
frwiki_50.1000_00395,394,20,officiers,officier,1,y,y,"Cet oubli est peut-être dû aux menaces de mort explicites qu'elle reçut alors de la part d'officiers supérieurs français, peu avant le suicide de son propre mari."
frwiki_50.1000_00395,394,31,mari,mari,1,y,y,"Cet oubli est peut-être dû aux menaces de mort explicites qu'elle reçut alors de la part d'officiers supérieurs français, peu avant le suicide de son propre mari."
frwiki_50.1000_00396,395,1,C',ce,40,y,y,C'est Renaud van Ruymbeke qui reprendra alors ce dossier qui s'enlisera dans les sables du secret défense.
frwiki_50.1000_00396,395,3,Renaud,Renaud,2,y,y,C'est Renaud van Ruymbeke qui reprendra alors ce dossier qui s'enlisera dans les sables du secret défense.
frwiki_50.1000_00397,396,1,Commissions,commission,1,y,y,Commissions et rétro-commissions
frwiki_50.1000_00397,396,3,rétro-commissions,rétro-commission,10,y,y,Commissions et rétro-commissions
frwiki_50.1000_00398,397,18,commissions,commission,1,y,y,"- Sur cette vente de 2,8 milliards de dollars, plus de 500 millions de dollars de commissions occultes ont été versées, vraisemblablement à des fins de corruption et d'enrichissement de divers protagonistes, voire pour le financement illégal des partis politiques français."
frwiki_50.1000_00398,397,44,partis,parti,1,y,y,"- Sur cette vente de 2,8 milliards de dollars, plus de 500 millions de dollars de commissions occultes ont été versées, vraisemblablement à des fins de corruption et d'enrichissement de divers protagonistes, voire pour le financement illégal des partis politiques français."
frwiki_50.1000_00399,398,2,commissions,commission,1,y,y,"Ces commissions sont passées par plusieurs réseaux d'intermédiaires, en particulier le sino-américain Andrew Wang."
frwiki_50.1000_00399,398,9,intermédiaires,intermédiaire,1,y,y,"Ces commissions sont passées par plusieurs réseaux d'intermédiaires, en particulier le sino-américain Andrew Wang."
frwiki_50.1000_00399,398,15,Andrew,Andrew,2,y,y,"Ces commissions sont passées par plusieurs réseaux d'intermédiaires, en particulier le sino-américain Andrew Wang."
frwiki_50.1000_00401,400,4,témoin,témoin,1,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,9,Roland,Roland,2,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,12,ministre,ministre,1,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,26,Bravo,Bravo,2,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,40,responsables,responsable,1,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,62,comité,comité,1,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00401,400,66,Parti,parti,1,y,y,"- Interrogé comme témoin en juin 2001, Roland Dumas, ministre des affaires étrangères au moment de la signature du contrat Bravo, avait affirmé que cette somme était en fait destinée à ""des responsables de Taïwan, à concurrence de 400 millions de dollars, et de 100 millions de dollars à destination du comité central du Parti communiste de Pékin""."
frwiki_50.1000_00402,401,8,gouvernement,gouvernement,5,y,y,"Il fallait à la fois convaincre le gouvernement taïwanais d'""acheter français"" et amadouer les autorités chinoises, opposées à toute livraison de matériel sensible à l'île nationaliste."
frwiki_50.1000_00402,401,18,autorités,autorité,4,y,y,"Il fallait à la fois convaincre le gouvernement taïwanais d'""acheter français"" et amadouer les autorités chinoises, opposées à toute livraison de matériel sensible à l'île nationaliste."
frwiki_50.1000_00403,402,2,Roland,Roland,2,y,y,"Selon Roland Dumas, les commissions étaient destinées à 80% aux ""responsables de Taiwan"" et à 20% au ""comité central du Parti communiste chinois"""
frwiki_50.1000_00403,402,6,commissions,commission,1,y,y,"Selon Roland Dumas, les commissions étaient destinées à 80% aux ""responsables de Taiwan"" et à 20% au ""comité central du Parti communiste chinois"""
frwiki_50.1000_00403,402,15,responsables,responsable,1,y,y,"Selon Roland Dumas, les commissions étaient destinées à 80% aux ""responsables de Taiwan"" et à 20% au ""comité central du Parti communiste chinois"""
frwiki_50.1000_00403,402,26,comité,comité,1,y,y,"Selon Roland Dumas, les commissions étaient destinées à 80% aux ""responsables de Taiwan"" et à 20% au ""comité central du Parti communiste chinois"""
frwiki_50.1000_00403,402,30,Parti,parti,1,y,y,"Selon Roland Dumas, les commissions étaient destinées à 80% aux ""responsables de Taiwan"" et à 20% au ""comité central du Parti communiste chinois"""
frwiki_50.1000_00404,403,7,Alain,Alain,2,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00404,403,13,juges,juge,1,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00404,403,22,c',ce,40,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00404,403,25,parti,parti,1,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00404,403,40,l'on,on,5,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00404,403,43,M.,monsieur,3,y,y,"- Ex-directeur adjoint chez Thomson-CSF, Alain Fribourg a assuré aux juges avoir ""toujours considéré à l'époque que c'était le parti au pouvoir à Taïwan qui bénéficiait pour une bonne partie de ce que l'on versait à M. Wang""."
frwiki_50.1000_00406,405,9,ministre,ministre,5,y,y,"- Le 17 mai 2004, l'ancien ministre socialiste du Budget Michel Charasse a reconnu avoir signé des commissions ""légales"" pour les frégates de Taïwan."
frwiki_50.1000_00406,405,14,Michel,Michel,2,y,y,"- Le 17 mai 2004, l'ancien ministre socialiste du Budget Michel Charasse a reconnu avoir signé des commissions ""légales"" pour les frégates de Taïwan."
frwiki_50.1000_00406,405,21,commissions,commission,1,y,y,"- Le 17 mai 2004, l'ancien ministre socialiste du Budget Michel Charasse a reconnu avoir signé des commissions ""légales"" pour les frégates de Taïwan."
frwiki_50.1000_00407,406,2,J',moi,5,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00407,406,7,ministre,ministre,1,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00407,406,21,commission,commission,1,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00407,406,26,on,on,1,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00407,406,41,intermédiaires,intermédiaire,1,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00407,406,57,Michel,Michel,2,y,y,"""J'ai signé, comme ministre chargé de l'administration des douanes et des impôts, la commission douanière, ce qu'on appelle les frais de prospection de marché, qui a été allouée aux intermédiaires étrangers qui ont facilité l'acquisition des frégates de Taïwan"", a expliqué Michel Charasse."
frwiki_50.1000_00408,407,3,ministre,ministre,1,y,y,"L'ancien ministre a assuré que ""c'était légal et régulier"" mais a refusé de révéler le montant de ces commissions au nom du ""secret défense""."
frwiki_50.1000_00408,407,23,commissions,commission,1,y,y,"L'ancien ministre a assuré que ""c'était légal et régulier"" mais a refusé de révéler le montant de ces commissions au nom du ""secret défense""."
frwiki_50.1000_00409,408,2,commissions,commission,1,y,y,Ces commissions sont par ailleurs déductibles d'impôt puisqu'elles sont considérées comme des frais de prospection.
frwiki_50.1000_00412,411,6,Charasse,Charasse,2,y,y,"- Frégates de Taïwan : Charasse se défend, AP, 28 mai 2004"
frwiki_50.1000_00414,413,27,rétrocommissions,rétrocommission,4,y,y,"- Une information judiciaire française, ouverte contre X en juin 2001, pour ""abus de biens sociaux et recel"", concerne d'éventuelles rétrocommissions versées à des personnalités françaises en marge de la vente des frégates."
frwiki_50.1000_00415,414,2,juges,juge,5,y,y,Les juges français estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion du marché.
frwiki_50.1000_00415,414,9,francs,franc,1,y,y,Les juges français estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion du marché.
frwiki_50.1000_00415,414,18,commissions,commission,1,y,y,Les juges français estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion du marché.
frwiki_50.1000_00416,415,1,Ils,eux,4,y,y,Ils n'ont cependant pu établir la réalité de rétro-commissions versées à des intermédiaires français.
frwiki_50.1000_00416,415,14,intermédiaires,intermédiaire,1,y,y,Ils n'ont cependant pu établir la réalité de rétro-commissions versées à des intermédiaires français.
frwiki_50.1000_00417,416,5,juges,juge,1,y,y,L'enquête des juges français a été close le 2 octobre 2006.
frwiki_50.1000_00418,417,8,ex-ministre,ex-ministre,4,y,y,"- Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions."
frwiki_50.1000_00418,417,13,Alain,Alain,2,y,y,"- Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions."
frwiki_50.1000_00418,417,19,François,François,2,y,y,"- Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions."
frwiki_50.1000_00418,417,24,ministre,ministre,11,y,y,"- Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions."
frwiki_50.1000_00418,417,25,Edouard,Édouard,2,y,y,"- Le 24 juillet 2006, l'ex-ministre socialiste de la défense Alain Richard a mis en cause François Mitterrand et son premier ministre Edouard Balladur entre 1993 et 1995 dans le versement de ces rétro-commissions."
frwiki_50.1000_00419,418,6,juges,juge,5,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,9,Nicolas,Nicolas,2,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,16,Edouard,Édouard,2,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,22,proches,proche,11,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,24,François,François,2,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,27,Hubert,Hubert,2,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,36,Jean-Louis,Jean-Louis,2,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,46,Gilles,Gilles,12,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,50,directeur,directeur,1,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00419,418,57,président,président,1,y,y,"Depuis cette déclaration, les juges ont entendu Nicolas Bazire, ex-directeur de cabinet de Edouard Balladur, ainsi que trois proches de François Mitterrand : Hubert Védrine, ex-ministre des affaires étrangères, Jean-Louis Bianco, ex-secrétaire général de l'Elysée, et Gilles Ménage, ancien directeur adjoint du cabinet du président."
frwiki_50.1000_00420,419,16,intermédiaire,intermédiaire,1,y,y,- 500 millions de dollars ont été bloqués sur les 46 comptes suisses de l'intermédiaire Andrew Wang (certains au nom de ses proches).
frwiki_50.1000_00420,419,17,Andrew,Andrew,2,y,y,- 500 millions de dollars ont été bloqués sur les 46 comptes suisses de l'intermédiaire Andrew Wang (certains au nom de ses proches).
frwiki_50.1000_00420,419,26,proches,proche,1,y,y,- 500 millions de dollars ont été bloqués sur les 46 comptes suisses de l'intermédiaire Andrew Wang (certains au nom de ses proches).
frwiki_50.1000_00421,420,15,commissions,commission,1,y,y,Il est probable que ce blocage a eu lieu avant la dispersion des commissions occultes.
frwiki_50.1000_00422,421,3,retour,retour,4,y,y,"- Le retour vers l'Europe d'une partie de cette masse énorme (rétrocommissions) a nourri d'importants fantasmes dont le prolongement a été trouvé dans l'affaire Clearstream 2, dont la base est la scénarisation par le ""corbeau"" de distribution de ces rétrocommissions à travers la boîte noire financière Clearstream."
frwiki_50.1000_00423,422,17,fonctionnaires,fonctionnaire,1,y,y,- Une autre enquête est en cours à Taiwan pour les actes de corruption des fonctionnaires et des personnalités politiques taïwanaises.
frwiki_50.1000_00425,424,2,James,James,2,y,y,"- James Kuo, le cadre de la Société générale de Taïwan qui a élaboré le montage financier pour sa banque a été retrouvé défenestré en novembre 1992."
frwiki_50.1000_00425,424,6,cadre,cadre,75,y,y,"- James Kuo, le cadre de la Société générale de Taïwan qui a élaboré le montage financier pour sa banque a été retrouvé défenestré en novembre 1992."
frwiki_50.1000_00426,425,2,Joël,Joël,6,y,y,"- Joël Bucher, ancien directeur adjoint de la Société générale à Taïwan (Sogenal) entre 1987 et 1990, a souligné l'implication de plusieurs banques française dans le système de commissions installés autour des ventes d'armes du début 1990 (frégates La Fayette, Mirages 2000 Dassault, missiles MICA Matra)."
frwiki_50.1000_00426,425,6,directeur,directeur,1,y,y,"- Joël Bucher, ancien directeur adjoint de la Société générale à Taïwan (Sogenal) entre 1987 et 1990, a souligné l'implication de plusieurs banques française dans le système de commissions installés autour des ventes d'armes du début 1990 (frégates La Fayette, Mirages 2000 Dassault, missiles MICA Matra)."
frwiki_50.1000_00426,425,34,commissions,commission,1,y,y,"- Joël Bucher, ancien directeur adjoint de la Société générale à Taïwan (Sogenal) entre 1987 et 1990, a souligné l'implication de plusieurs banques française dans le système de commissions installés autour des ventes d'armes du début 1990 (frégates La Fayette, Mirages 2000 Dassault, missiles MICA Matra)."
frwiki_50.1000_00426,425,49,Fayette,Fayette,2,y,y,"- Joël Bucher, ancien directeur adjoint de la Société générale à Taïwan (Sogenal) entre 1987 et 1990, a souligné l'implication de plusieurs banques française dans le système de commissions installés autour des ventes d'armes du début 1990 (frégates La Fayette, Mirages 2000 Dassault, missiles MICA Matra)."
frwiki_50.1000_00429,428,8,directeur,directeur,5,y,y,"- Frégates de Taïwan : l'ancien directeur adjoint de la Société générale à Taïwan témoigne, Sud Ouest, 13 mars 2002"
frwiki_50.1000_00430,429,5,Joël,Joël,2,y,y,- L'entrevue de Joël Bucher par Le Figaro Magazine (2002)
frwiki_50.1000_00431,430,4,M.,monsieur,3,y,y,"- Audition de M. Joël Bucher, ancien directeur général adjoint de la Société générale à Taiwan, par la mission parlementaire sur les obstacles au contrôle et à la répression de la délinquance financière et du blanchiment des capitaux en Europe, le 22 mars 2001 (Volume 5- Le Grand Duché du Luxembourg)."
frwiki_50.1000_00433,432,11,Taïwan,Taïwan,74,y,y,"- Une procédure arbitrale a été initiée en 2001 par Taïwan, qui réclame à la France le remboursement de 600 millions de dollars, le montant des commissions versées par Thomson-CSF."
frwiki_50.1000_00433,432,17,France,France,4,y,y,"- Une procédure arbitrale a été initiée en 2001 par Taïwan, qui réclame à la France le remboursement de 600 millions de dollars, le montant des commissions versées par Thomson-CSF."
frwiki_50.1000_00433,432,30,commissions,commission,1,y,y,"- Une procédure arbitrale a été initiée en 2001 par Taïwan, qui réclame à la France le remboursement de 600 millions de dollars, le montant des commissions versées par Thomson-CSF."
frwiki_50.1000_00433,432,33,Thomson-CSF,Thomson-CSF,4,y,y,"- Une procédure arbitrale a été initiée en 2001 par Taïwan, qui réclame à la France le remboursement de 600 millions de dollars, le montant des commissions versées par Thomson-CSF."
frwiki_50.1000_00434,433,5,article,article,4,y,y,"En effet, l'article 18 du contrat Bravo interdisait explicitement de rémunérer des intermédiaires."
frwiki_50.1000_00434,433,10,Bravo,Bravo,2,y,y,"En effet, l'article 18 du contrat Bravo interdisait explicitement de rémunérer des intermédiaires."
frwiki_50.1000_00434,433,13,de,de,4,y,y,"En effet, l'article 18 du contrat Bravo interdisait explicitement de rémunérer des intermédiaires."
frwiki_50.1000_00434,433,16,intermédiaires,intermédiaire,5,y,y,"En effet, l'article 18 du contrat Bravo interdisait explicitement de rémunérer des intermédiaires."
frwiki_50.1000_00435,434,3,procédure,procédure,4,y,y,- Cette procédure risque de conduire l'État français à payer une amende d'un montant évalué en l'état de l'enquête à 599 millions de dollars (près de 500 millions d'euros).
frwiki_50.1000_00435,434,8,État,état,4,y,y,- Cette procédure risque de conduire l'État français à payer une amende d'un montant évalué en l'état de l'enquête à 599 millions de dollars (près de 500 millions d'euros).
frwiki_50.1000_00437,436,32,mise,mise,74,y,y,"- Une information judiciaire contre X a été ouverte en juin 2001 pour ""abus de biens sociaux et recel"" après la découverte sur un compte suisse, et la mise sous séquestre, de plusieurs dizaines de millions d'euros qui pourrait être liée à cette affaire."
frwiki_50.1000_00438,437,8,magistrats,magistrat,9,y,y,"L'enquête a peu progressé, les magistrats se heurtant systématiquement au secret défense."
frwiki_50.1000_00439,438,7,Dominique,Dominique,6,y,y,- L'affaire est instruite par Dominique de Talancé et Renaud Van Ruymbeke.
frwiki_50.1000_00439,438,9,Talancé,Talancé,2,y,y,- L'affaire est instruite par Dominique de Talancé et Renaud Van Ruymbeke.
frwiki_50.1000_00439,438,11,Renaud,Renaud,12,y,y,- L'affaire est instruite par Dominique de Talancé et Renaud Van Ruymbeke.
frwiki_50.1000_00440,439,6,Dominique,Dominique,2,y,y,"Le 7 juin 2006, Dominique de Talancé a été désaisi du dossier et remplacé par Xavière Simeoni, puis Françoise Desset."
frwiki_50.1000_00440,439,8,Talancé,Talancé,2,y,y,"Le 7 juin 2006, Dominique de Talancé a été désaisi du dossier et remplacé par Xavière Simeoni, puis Françoise Desset."
frwiki_50.1000_00440,439,18,Xavière,Xavière,2,y,y,"Le 7 juin 2006, Dominique de Talancé a été désaisi du dossier et remplacé par Xavière Simeoni, puis Françoise Desset."
frwiki_50.1000_00440,439,22,Françoise,Françoise,12,y,y,"Le 7 juin 2006, Dominique de Talancé a été désaisi du dossier et remplacé par Xavière Simeoni, puis Françoise Desset."
frwiki_50.1000_00441,440,8,juges,juge,5,y,y,"- Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations."
frwiki_50.1000_00441,440,11,Renaud,Renaud,2,y,y,"- Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations."
frwiki_50.1000_00441,440,15,Françoise,Françoise,12,y,y,"- Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations."
frwiki_50.1000_00441,440,21,parties,partie,4,y,y,"- Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations."
frwiki_50.1000_00441,440,23,article,article,74,y,y,"- Le 10 octobre 2006, les juges d'instruction Renaud Van Ruymbeke et Françoise Desset ont notifié aux parties l'article 175 du code de procédure pénale qui met fin à leurs investigations."
frwiki_50.1000_00443,442,4,juges,juge,1,y,y,"Ensuite, les juges renverront le dossier d'instruction au parquet de Paris."
frwiki_50.1000_00444,443,2,magistrats,magistrat,1,y,y,Les magistrats semblent s'orienter vers une décision de non-lieu.
frwiki_50.1000_00445,444,3,juges,juge,5,y,y,- Les juges estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion de ce marché.
frwiki_50.1000_00445,444,9,francs,franc,1,y,y,- Les juges estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion de ce marché.
frwiki_50.1000_00445,444,18,commissions,commission,1,y,y,- Les juges estiment que 3 milliards de francs (environ 458 millions d'euros) de commissions auraient été versés à l'occasion de ce marché.
frwiki_50.1000_00446,445,1,Ils,eux,4,y,y,Ils n'ont cependant pas pu prouver le versement de rétro-commissions versées à des intermédiaires français.
frwiki_50.1000_00446,445,15,intermédiaires,intermédiaire,1,y,y,Ils n'ont cependant pas pu prouver le versement de rétro-commissions versées à des intermédiaires français.
